sent_id	left_context	pivot	right_context
train-s1552	``Dieser Vorschlag ist falsch und löst nicht die Finanzprobleme der Hochschulen'', sagte die SPD-Politikerin dem 	Kölner	 Express. 
train-s1552	``Dieser Vorschlag ist falsch und löst nicht die Finanzprobleme der Hochschulen'', sagte die 	SPD	-Politikerin dem Kölner Express. 
train-s1553	``Neue Märkte entwickeln sich in 	Rußland	 und mehreren afrikanischen Staaten'', erzählt er. 
train-s1554	Der Konkursverwalter der Thüringer Docter-Optic-Gruppe, 	Jobst	 Wellensiek, erwartet einen konkreten Übernahmevorschlag in etwa zwei Wochen. 
train-s1554	Der Konkursverwalter der Thüringer Docter-	Optic	-Gruppe, Jobst Wellensiek, erwartet einen konkreten Übernahmevorschlag in etwa zwei Wochen. 
train-s1554	Der Konkursverwalter der Thüringer 	Docter	-Optic-Gruppe, Jobst Wellensiek, erwartet einen konkreten Übernahmevorschlag in etwa zwei Wochen. 
train-s1555	Das Indexschwergewicht 	Allianz	 rückte dabei um 49 Mark vor. 
train-s1557	Die Präsidenten Südkoreas und Chinas, Kim Young Sam und 	Jiang	 Zemin, haben am Dienstag scharfe Kritik an der japanischen Regierung geübt. 
train-s1557	Die Präsidenten Südkoreas und Chinas, 	Kim	 Young Sam und Jiang Zemin, haben am Dienstag scharfe Kritik an der japanischen Regierung geübt. 
train-s1557	Die Präsidenten Südkoreas und 	Chinas	, Kim Young Sam und Jiang Zemin, haben am Dienstag scharfe Kritik an der japanischen Regierung geübt. 
train-s1557	Die Präsidenten 	Südkoreas	 und Chinas, Kim Young Sam und Jiang Zemin, haben am Dienstag scharfe Kritik an der japanischen Regierung geübt. 
train-s1558	Der Präsident der Bundesvereinigung der Deutschen Arbeitgeberverbände, Klaus Murmann, ließ verlauten, er unterstütze die Entscheidung für 	Stumpfe	. 
train-s1558	Der Präsident der Bundesvereinigung der Deutschen Arbeitgeberverbände, 	Klaus	 Murmann, ließ verlauten, er unterstütze die Entscheidung für Stumpfe. 
train-s1565	Manfred 	Mathes	, Sprecher der Geschäftsführung, registriert ``Attentismus'' auf beiden Seiten: 
train-s1565		Manfred	 Mathes, Sprecher der Geschäftsführung, registriert ``Attentismus'' auf beiden Seiten: 
train-s1566	``Wir raten aus den bekannten rationalen Gründen von einer Flucht in den Schweizer Franken ab'', sagt auch Union-Investment-Chef 	Manfred	 Mathes. 
train-s1566	``Wir raten aus den bekannten rationalen Gründen von einer Flucht in den Schweizer Franken ab'', sagt auch Union-	Investment	-Chef Manfred Mathes. 
train-s1566	``Wir raten aus den bekannten rationalen Gründen von einer Flucht in den Schweizer Franken ab'', sagt auch 	Union	-Investment-Chef Manfred Mathes. 
train-s1566	``Wir raten aus den bekannten rationalen Gründen von einer Flucht in den 	Schweizer	 Franken ab'', sagt auch Union-Investment-Chef Manfred Mathes. 
train-s1567	``In den neuen Bundesländern reduziert sich der bisherige Preisvorteil -- wie angekündigt -- gegenüber 	Westdeutschland	 auf 10 Prozent'', heißt es in der offiziellen Mitteilung. 
train-s1568	Südafrikas Präsident Nelson Mandela hat am Mittwoch ein Öl-Embargo gegen 	Nigeria	 gefordert. 
train-s1568	Südafrikas Präsident 	Nelson	 Mandela hat am Mittwoch ein Öl-Embargo gegen Nigeria gefordert. 
train-s1568		Südafrikas	 Präsident Nelson Mandela hat am Mittwoch ein Öl-Embargo gegen Nigeria gefordert. 
train-s1570	``Eines Tages werden sie einen hohen Preis dafür zahlen'', sagte Mubarak der Pariser Zeitung 	Le	 Monde. 
train-s1570	``Eines Tages werden sie einen hohen Preis dafür zahlen'', sagte 	Mubarak	 der Pariser Zeitung Le Monde. 
train-s1571	Dort drüben beginnt 	Bayern	. 
train-s1574	Wir wollen den Leuten die Schönheiten des Feldbergs zeigen, gleichzeitig aber auch mithelfen, dieses Gebiet zu behüten und zu bewahren'', sagt 	Elsbeth	 Gerecke, die Bezirksnaturschutzwartin des Schwarwaldvereins. 
train-s1582	Der Beginn des Prozesses gegen Schneider in 	Deutschland	 werde wohl nicht vor Ende 1996 möglich sein. 
train-s1582	Der Beginn des Prozesses gegen 	Schneider	 in Deutschland werde wohl nicht vor Ende 1996 möglich sein. 
train-s1588	Chinas Präsident 	Jiang	 Zeming kündigte an, sein Land werde im kommenden Jahr die Zölle auf 4000 Warengruppen um 30 Prozent senken. 
train-s1588		Chinas	 Präsident Jiang Zeming kündigte an, sein Land werde im kommenden Jahr die Zölle auf 4000 Warengruppen um 30 Prozent senken. 
train-s1595	``Im Moment gibt es noch divergierende Positionen'', räumte 	Starzacher	 ein. 
train-s1598	Die Firma Ixion Otto Häfner übernimmt die Firma, die bis zur Gesamtvollstreckung zur Wagner-	Maschinenbau	-Gruppe gehört hatte. 
train-s1598	Die Firma Ixion Otto Häfner übernimmt die Firma, die bis zur Gesamtvollstreckung zur 	Wagner	-Maschinenbau-Gruppe gehört hatte. 
train-s1598	Die Firma 	Ixion	 Otto Häfner übernimmt die Firma, die bis zur Gesamtvollstreckung zur Wagner-Maschinenbau-Gruppe gehört hatte. 
train-s1599	Die Richter gaben mit ihrer Entscheidung der Klage der Gewerkschaftsvertreter gegen 	Renault	 statt. 
train-s1600	Der 70jährige Peter Wallenberg hat seinen Abgang signalisiert und Percy Barnevik, den Ex-Konzernchef von 	ABB	, zu seinem Thronfolger bestellt. 
train-s1600	Der 70jährige Peter Wallenberg hat seinen Abgang signalisiert und 	Percy	 Barnevik, den Ex-Konzernchef von ABB, zu seinem Thronfolger bestellt. 
train-s1603	``Der Wohnungsbau'', mahnt Landesbank-Chef 	Hans	 Fahning, ``muß in den nächsten Jahren allerhöchste Priorität haben, wenn die Stadt zu einer ausgewogenen und sozial verträglichen Entwicklung finden soll''. 
train-s1605	Nach Ansicht der Polizei könnte die Tat im Zusammenhang mit dem Konzert der in 	Libanon	 sehr populären Sängerin stehen. 
train-s1608	Der Filmhersteller Kodak übernimmt rückwirkend zum 1. Juli sein früheres Werk in 	Berlin	-Köpenick. 
train-s1608	Der Filmhersteller 	Kodak	 übernimmt rückwirkend zum 1. Juli sein früheres Werk in Berlin-Köpenick. 
train-s1609	Die Verhandlungen werden von dem früheren australischen Gouverneur Sir 	Ninian	 Stephen geleitet. 
train-s1613	``Er hat mit uns in 	Maaleh	 Yisrael gearbeitet. 
train-s1616	Bis Anfang 	Januar	 1996 sollen die Experten eine erste Bewertung vorlegen. 
train-s1621		Tschernobyl	 ist der beste und sicherste Reaktor in der ehemaligen Sowjetunion. 
train-s1624	Ausschußvorsitzender Peter Straub (	CDU	) sagte, Zeugen müßten unter Ausschluß der Öffentlichkeit vernommen werden. 
train-s1624	Ausschußvorsitzender 	Peter	 Straub (CDU) sagte, Zeugen müßten unter Ausschluß der Öffentlichkeit vernommen werden. 
train-s1626	Die 	GHG	 Bielefeld zählte bislang zu den größten grünen Hochschulgruppen in der BRD. 
train-s1627	Bis 1999 will der Minister in seinem Etat für Forschung und Hochschulbau 1,6 Milliarden 	Mark	 freibekommen. 
train-s1629	``Die Krankenhäuser wurden systematisch beschossen'', sagte 	Ljubic	. 
train-s1630	``Nach dem was ich in Gaza gesehen habe, bin ich doch sehr skeptisch'', faßt später Heinz Friedmann, Direktor für internationale Beziehungen beim Konzern 	Alcatel	 SEL, seine Eindrücke zusammen. 
train-s1630	``Nach dem was ich in Gaza gesehen habe, bin ich doch sehr skeptisch'', faßt später 	Heinz	 Friedmann, Direktor für internationale Beziehungen beim Konzern Alcatel SEL, seine Eindrücke zusammen. 
train-s1630	``Nach dem was ich in 	Gaza	 gesehen habe, bin ich doch sehr skeptisch'', faßt später Heinz Friedmann, Direktor für internationale Beziehungen beim Konzern Alcatel SEL, seine Eindrücke zusammen. 
train-s1632	``Daß Kinder nicht nur Opfer des Kriegs sind, sondern dort gezielt instrumentalisiert werden, dokumentiert eine fundamentale Krise unserer Gesellschaft'', sagte 	Machel	. 
train-s1633	Bundesaußenminister Klaus Kinkel (	FDP	) verurteilte die Bestätigung der Todesurteile ``aufs schärfste''. 
train-s1633	Bundesaußenminister 	Klaus	 Kinkel (FDP) verurteilte die Bestätigung der Todesurteile ``aufs schärfste''. 
train-s1635	Einige Tage nach dem Mordanschlag auf Israels Ministerpräsidenten 	Yitzhak	 Rabin hat die Polizei zwei weitere Verdächtige festgenommen. 
train-s1635	Einige Tage nach dem Mordanschlag auf 	Israels	 Ministerpräsidenten Yitzhak Rabin hat die Polizei zwei weitere Verdächtige festgenommen. 
train-s1638	Außenminister Tomi Ikimi weigerte sich am Freitag in Auckland, zum Schicksal 	Saro	-Wiwas Stellung zu nehmen. 
train-s1638	Außenminister Tomi Ikimi weigerte sich am Freitag in 	Auckland	, zum Schicksal Saro-Wiwas Stellung zu nehmen. 
train-s1638	Außenminister 	Tomi	 Ikimi weigerte sich am Freitag in Auckland, zum Schicksal Saro-Wiwas Stellung zu nehmen. 
train-s1641	Der Fraktionssprecher der Bündnisgrünen, Joschka Fischer, begründete den Antrag damit, der Vertreter eines Regimes, das den Mord an 	Rabin	 bejubele, sei nicht willkommen. 
train-s1641	Der Fraktionssprecher der Bündnisgrünen, 	Joschka	 Fischer, begründete den Antrag damit, der Vertreter eines Regimes, das den Mord an Rabin bejubele, sei nicht willkommen. 
train-s1644	Rußlands Präsident 	Boris	 Jelzin hat sich von seinem jüngsten Herzanfall offenbar gut erholt. 
train-s1644		Rußlands	 Präsident Boris Jelzin hat sich von seinem jüngsten Herzanfall offenbar gut erholt. 
train-s1647		Lankas	 Armee meldet die Eroberung der Rebellenzentrale. 
train-s1649	Die Hochschulrektoren haben auf ihrer Konferenz in 	Bonn	 keinen gemeinsamen Beschluß für Studiengebühren gefaßt. 
train-s1651	``Die Menschen machen ihre eigene Verfassung'', beschreibt 	Bereket	 sein wesentliches Ziel und benennt gleichzeitig die historische Chance seines Landes. 
train-s1652	Gerade dieses Feststellung ist mit großer Dankbarkeit aufgenommen worden'', sagte 	Kohl	. 
train-s1653	Die Witwe Rabins, 	Lea	 Rabin, bestätigte ihre Absicht, in die Politik gehen zu wollen. 
train-s1653	Die Witwe 	Rabins	, Lea Rabin, bestätigte ihre Absicht, in die Politik gehen zu wollen. 
train-s1654	``Wenn ich in 	St.	 Louis geblieben wäre, hätte ich auch frei. 
train-s1656	Der Deutsche Aktienindex (	Dax	) fiel während des Präsenzhandels um 0,5 Prozent auf 2186,17 Punkte. 
train-s1656	Der 	Deutsche	 Aktienindex (Dax) fiel während des Präsenzhandels um 0,5 Prozent auf 2186,17 Punkte. 
train-s1657	``Wir haben eine Aufgabe, die wichtiger ist als wir selbst'', sagte 	Scharping	. 
train-s1658	Der Generalsekretär Peter Hintze erklärte, mit der Wahl 	Lafontaines	 verlasse die SPD die politische Mitte. 
train-s1658	Der Generalsekretär 	Peter	 Hintze erklärte, mit der Wahl Lafontaines verlasse die SPD die politische Mitte. 
train-s1660	``	Deng	 Xiaoping stützt sich nur auf Gewalt... 
train-s1661	IG-Metall-Chef Klaus Zwickel hat in 	Mannheim	 überaus deutlich an diese Partei, die auch die seine ist, als Verbündete appelliert. 
train-s1661	IG-Metall-Chef 	Klaus	 Zwickel hat in Mannheim überaus deutlich an diese Partei, die auch die seine ist, als Verbündete appelliert. 
train-s1661	IG-	Metall	-Chef Klaus Zwickel hat in Mannheim überaus deutlich an diese Partei, die auch die seine ist, als Verbündete appelliert. 
train-s1661		IG	-Metall-Chef Klaus Zwickel hat in Mannheim überaus deutlich an diese Partei, die auch die seine ist, als Verbündete appelliert. 
train-s1663	Auch 	Hans	 Reinwarth, der an drei Todesurteilen mitwirkte, ist der Rechtsbeugung schuldig. 
train-s1665		Kohl	 reiste mit Firmenchefs. 
train-s1670	Prinz Joachim fand seine Auserkorene, als er bei einer dänischen Firma in 	Hongkong	 ein Praktikum absolvierte. 
train-s1670	Prinz 	Joachim	 fand seine Auserkorene, als er bei einer dänischen Firma in Hongkong ein Praktikum absolvierte. 
train-s1671	``Wir lieben uns'', versichert 	McCartney	. 
train-s1674	Botschafter 	Mohammed	 Noman Galal wurde nicht verletzt. 
train-s1678	Die Dresdener Caritas-Vorsitzende Eva Maria Kiklas berichtete, in 	Ostdeutschland	 sei die Unterschriftensammlung zögernd angelaufen; 
train-s1678	Die Dresdener Caritas-Vorsitzende 	Eva	 Maria Kiklas berichtete, in Ostdeutschland sei die Unterschriftensammlung zögernd angelaufen; 
train-s1678	Die Dresdener 	Caritas	-Vorsitzende Eva Maria Kiklas berichtete, in Ostdeutschland sei die Unterschriftensammlung zögernd angelaufen; 
train-s1682	Der 	CDU	-Politiker strebt einen einheitlichen Wohnungsmarkt an, auf dem sich die Preise an der ortsüblichen Vergleichsmiete orientieren. 
train-s1683	Die SPD, Nordrhein-Westfalens Bauminister Michael Vesper (Bündnis 90 / Die Grünen) und der 	Deutsche	 Mieterbund machen Front gegen den Vorschlag. 
train-s1683	Die SPD, Nordrhein-Westfalens Bauminister 	Michael	 Vesper (Bündnis 90 / Die Grünen) und der Deutsche Mieterbund machen Front gegen den Vorschlag. 
train-s1683	Die SPD, 	Nordrhein	-Westfalens Bauminister Michael Vesper (Bündnis 90 / Die Grünen) und der Deutsche Mieterbund machen Front gegen den Vorschlag. 
train-s1685	Mit welchen Herausforderungen sähe sich ein Premierminister 	Tony	 Blair konfrontiert? 
train-s1688	Es lebe Groß-	Aserbeidschan	''! riefen die Demonstranten. 
train-s1688	Es lebe 	Groß	-Aserbeidschan''! riefen die Demonstranten. 
train-s1689	``Es tut weh, mit anzusehen, wie die ganze Familie für eine Tat leidet, die man allein zu verantworten hat'', resigniert 	Castellanos	. 
train-s1695	Generalstabschef Charlier hat einen bitteren Protestbrief an Premierminister Jean-Luc Dehaene und eine Abschrift an König 	Baudouin	 geschickt, worin er die Pläne als undurchführbar bezeichnet. 
train-s1695	Generalstabschef Charlier hat einen bitteren Protestbrief an Premierminister 	Jean	-Luc Dehaene und eine Abschrift an König Baudouin geschickt, worin er die Pläne als undurchführbar bezeichnet. 
train-s1695	Generalstabschef 	Charlier	 hat einen bitteren Protestbrief an Premierminister Jean-Luc Dehaene und eine Abschrift an König Baudouin geschickt, worin er die Pläne als undurchführbar bezeichnet. 
train-s1696	Und Coca Cola, IBM, Siemens oder 	BMW	 sind keine Schimpf-Bezeichnungen mehr. 
train-s1696	Und Coca Cola, IBM, 	Siemens	 oder BMW sind keine Schimpf-Bezeichnungen mehr. 
train-s1696	Und Coca Cola, 	IBM	, Siemens oder BMW sind keine Schimpf-Bezeichnungen mehr. 
train-s1696	Und 	Coca	 Cola, IBM, Siemens oder BMW sind keine Schimpf-Bezeichnungen mehr. 
train-s1697	``Um manche Grundstücke'', so 	Rosemarie	 Hildebrandt von der Treuhandstelle Neubrandenburg, ``streitet sich bis zu ein Dutzend Bewerber.'' 
train-s1700	Das Bonner Innenministerium bestätigte einen Bericht der ``Welt am Sonntag'', wonach es beim Kreisgericht Königs Wusterhausen Klage gegen 	Diestel	 eingereicht hat. 
train-s1703	Innenminister 	Paul	 Quiles kündigte ein entschlossenes Vorgehen der Regierung gegen die Fernfahrer an. 
train-s1706	Bundeskanzler Helmut Kohl und US-Präsident 	George	 Bush äußerten ihre Zustimmung. 
train-s1706	Bundeskanzler Helmut Kohl und 	US	-Präsident George Bush äußerten ihre Zustimmung. 
train-s1706	Bundeskanzler 	Helmut	 Kohl und US-Präsident George Bush äußerten ihre Zustimmung. 
train-s1707	Die Erfahrungen mit Greifswald hätten gezeigt, daß für jedes der 39 besonders gefährdeten Kraftwerke in Osteuropa eine Sicherheits-Nachrüstung mindestens eine Milliarde 	Mark	 koste und dennoch unzureichend bleibe. 
train-s1707	Die Erfahrungen mit 	Greifswald	 hätten gezeigt, daß für jedes der 39 besonders gefährdeten Kraftwerke in Osteuropa eine Sicherheits-Nachrüstung mindestens eine Milliarde Mark koste und dennoch unzureichend bleibe. 
train-s1709	Die Erfahrung in der Dritten Welt hat gezeigt, daß Schocktherapien nach dem Rezept des 	Internationalen	 Währungsfonds die ökonomische und politische Basis zerstören, aus der heraus neue marktwirtschaftliche Triebe sprießen sollen. 
train-s1710	Bundesbauministerin Irmgard Schwaetzer (	FDP	) erklärte dazu, die vorgesehenen dirigistischen Eingriffe seien der Tod des freifinanzierten Wohnungsbaus, der sich gerade in den vergangenen Jahren kräftig erholt habe. 
train-s1710	Bundesbauministerin 	Irmgard	 Schwaetzer (FDP) erklärte dazu, die vorgesehenen dirigistischen Eingriffe seien der Tod des freifinanzierten Wohnungsbaus, der sich gerade in den vergangenen Jahren kräftig erholt habe. 
train-s1711		Frankreich	 achtet das Recht und die Souveränität der Staaten, in denen Kurden leben, und insbesondere die Souveränität der Türkei. 
train-s1712	Die Organisation Greenpeace gab 	Shell	 Mitschuld an den Todesurteilen. 
train-s1712	Die Organisation 	Greenpeace	 gab Shell Mitschuld an den Todesurteilen. 
train-s1713		Rabin	 gefährdet das Leben der Juden, schafft einen Terrorstaat und ergreift harte Maßnahmen, so daß er nicht überrascht sein darf, wenn auch gegen ihn harte Maßnahmen unternommen werden. 
train-s1716	Der Rabin-Attentäter Jigal Amir hat am heutigen Montag morgen vor einem Gericht in 	Tel	 Aviv bei einem Haftprüfungstermin sein Geständnis wiederholt und bekräftigt, den Mord an dem israelischen Ministerpräsidenten ohne Mittäter verübt zu haben. 
train-s1716	Der Rabin-Attentäter 	Jigal	 Amir hat am heutigen Montag morgen vor einem Gericht in Tel Aviv bei einem Haftprüfungstermin sein Geständnis wiederholt und bekräftigt, den Mord an dem israelischen Ministerpräsidenten ohne Mittäter verübt zu haben. 
train-s1716	Der 	Rabin	-Attentäter Jigal Amir hat am heutigen Montag morgen vor einem Gericht in Tel Aviv bei einem Haftprüfungstermin sein Geständnis wiederholt und bekräftigt, den Mord an dem israelischen Ministerpräsidenten ohne Mittäter verübt zu haben. 
train-s1718	Der UN-Sonderbeauftragte Gaspar Biro präsentierte der UN-Vollversammlung in 	New	 York einen Bericht, in dem er Regierung und paramilitärische Organisationen beschuldigt, Menschen zu versklaven, zu unterdrücken und brutal zu mißhandeln. 
train-s1718	Der UN-Sonderbeauftragte Gaspar Biro präsentierte der 	UN	-Vollversammlung in New York einen Bericht, in dem er Regierung und paramilitärische Organisationen beschuldigt, Menschen zu versklaven, zu unterdrücken und brutal zu mißhandeln. 
train-s1718	Der UN-Sonderbeauftragte 	Gaspar	 Biro präsentierte der UN-Vollversammlung in New York einen Bericht, in dem er Regierung und paramilitärische Organisationen beschuldigt, Menschen zu versklaven, zu unterdrücken und brutal zu mißhandeln. 
train-s1718	Der 	UN	-Sonderbeauftragte Gaspar Biro präsentierte der UN-Vollversammlung in New York einen Bericht, in dem er Regierung und paramilitärische Organisationen beschuldigt, Menschen zu versklaven, zu unterdrücken und brutal zu mißhandeln. 
train-s1720	Die Kritiker glauben nicht so recht, daß sich Unternehmen durch die 	BUND	-Tips zu Öko-Firmen wandeln. 
train-s1722	Präsident 	Jelzin	 verliert die Macht ans Küchenkabinett und wird die Wahlen kaum gewinnen können 
train-s1725	CDU-Fraktionschef 	Roland	 Koch, der anders als die FDP bisher nur Wohnungsbaugesellschaften und Messe privatisieren wollte, deutete jetzt auch einen Meinungswandel der Union zum Flughafen an: 
train-s1726	``Die Grenzen des Wachstums sind erreicht und werden auch nicht weiter ausgedehnt'', betont 	Peters	. 
train-s1728	Bundesernährungsminister Jochen Borchert (	CDU	) ging davon aus, daß die Änderung so rechtzeitig in Kraft tritt, daß eine Aussaat schon für die Ernte 1996 möglich ist. 
train-s1728	Bundesernährungsminister 	Jochen	 Borchert (CDU) ging davon aus, daß die Änderung so rechtzeitig in Kraft tritt, daß eine Aussaat schon für die Ernte 1996 möglich ist. 
train-s1733	Kirchliche Lobbyisten wie 	Heidrun	 Tempel verhinderten die Regelung. 
train-s1734	Die Fische in der Nordsee liegen uns nicht nur räumlich näher als die Menschen in 	Afrika	. 
train-s1735	Nur 	Newt	 Gingrich könnte ihm die Kandidatur noch streitig machen. 
train-s1736	Der Schriftsteller 	Jose	 Yglesias ist im Alter von 75 Jahren gestorben. 
train-s1738	``Wir werden mißverstanden'', sagte er am neuseeländischen Konferenzort des 	Commonwealth	-Treffens. 
train-s1739	Vorstandschef Gerhard Prante berichtet von einem 1995 bei 3,3 Milliarden 	Mark	 stagnierenden Umsatz. 
train-s1739	Vorstandschef 	Gerhard	 Prante berichtet von einem 1995 bei 3,3 Milliarden Mark stagnierenden Umsatz. 
train-s1745		Clinton	 hat mir das eingebrockt. 
train-s1747	König 	Hussein	 bleibt sich treu. 
train-s1748	``Das hat uns einen Strich durch die Rechnung gemacht'', beklagt 	Riedinger	. 
train-s1749	Hartmut Steinbach gerät richtig ins Schwärmen, wenn er die Blumenmotive der Internationalen Gartenbauausstellung 	Erfurt	 von 1966 oder die Marken zur Dresdener Gemäldegalerie zeigt. 
train-s1749	Hartmut Steinbach gerät richtig ins Schwärmen, wenn er die Blumenmotive der 	Internationalen	 Gartenbauausstellung Erfurt von 1966 oder die Marken zur Dresdener Gemäldegalerie zeigt. 
train-s1749	Hartmut 	Steinbach	 gerät richtig ins Schwärmen, wenn er die Blumenmotive der Internationalen Gartenbauausstellung Erfurt von 1966 oder die Marken zur Dresdener Gemäldegalerie zeigt. 
train-s1749		Hartmut	 Steinbach gerät richtig ins Schwärmen, wenn er die Blumenmotive der Internationalen Gartenbauausstellung Erfurt von 1966 oder die Marken zur Dresdener Gemäldegalerie zeigt. 
train-s1750	Die Wehrpflichtige haben in 	Amsterdam	 einen ``nationalen Tag der Langeweile'' organisiert, um gegen die Sinnlosigkeit ihres Dienstes zu protestieren. 
train-s1751	Die SPD begegnet 	Lafontaine	 skeptisch. 
train-s1753	Den Bonner Regierungsparteien kündigte der neue Parteichef 	Oskar	 Lafontaine am Freitag zum Abschluß des Parteitages eine energische Oppositionspolitik an. 
train-s1754	Der Innenminister Nasrullah Babaar teilte zunächst mit, eine militante islamische Organisation, die den Sturz des ägyptischen Präsidenten 	Hosni	 Mubarak anstrebe, habe die Verantwortung übernommen. 
train-s1754	Der Innenminister 	Nasrullah	 Babaar teilte zunächst mit, eine militante islamische Organisation, die den Sturz des ägyptischen Präsidenten Hosni Mubarak anstrebe, habe die Verantwortung übernommen. 
train-s1760	Wirtschaftsminister Jürgen Möllemann (	FDP	) lehnte einen ``Jäger light'' mit deutscher Beteiligung kategorisch ab. 
train-s1760	Wirtschaftsminister 	Jürgen	 Möllemann (FDP) lehnte einen ``Jäger light'' mit deutscher Beteiligung kategorisch ab. 
train-s1761	Naturwissenschaftliche Fächer wie Physik und 	Chemie	, die bislang am Anfang standen, sollen integriert werden. 
train-s1761	Naturwissenschaftliche Fächer wie 	Physik	 und Chemie, die bislang am Anfang standen, sollen integriert werden. 
train-s1764	Aber 	Premnitz	 hat sonst fast nichts an Industrie. 
train-s1765	Der Amtsinhaber 	Lech	 Walesa kommt auf 30,24 Prozent. 
train-s1766	Johannes 	Grasshoff	 sprach es 1617 aus. 
train-s1766		Johannes	 Grasshoff sprach es 1617 aus. 
train-s1767	Der Publizist 	Johannes	 Gross hat in einem lesenswerten Buch über die Lage der Nation die Berliner Republik an den Anfang seiner Betrachtungen gestellt. 
train-s1771	Der Präsident Boris Jelzin hat am Mittwoch die Chefin der Zentralbank, 	Tatjana	 Paramonowa, entlassen. 
train-s1771	Der Präsident 	Boris	 Jelzin hat am Mittwoch die Chefin der Zentralbank, Tatjana Paramonowa, entlassen. 
train-s1772	Der Frankfurter Staatsanwalt Dieter Haike sagte in 	Miami	, er sei erfreut über die Entscheidung. 
train-s1772	Der Frankfurter Staatsanwalt 	Dieter	 Haike sagte in Miami, er sei erfreut über die Entscheidung. 
train-s1774	Fünf Jahre zuvor übernahm sie das väterliche Bauunternehmen in 	Wiesbaden	. 
train-s1775	``Während Europa zusammenwächst, wachsen zugleich neue Grenzen'', sagt 	Ganaba	. 
train-s1775	``Während 	Europa	 zusammenwächst, wachsen zugleich neue Grenzen'', sagt Ganaba. 
train-s1776	Bundesernährungsminister Jochen Borchert (	CDU	) geht davon aus, daß die Änderung so zeitig in Kraft tritt, daß eine Aussaat schon für die Ernte 1996 möglich ist. 
train-s1776	Bundesernährungsminister 	Jochen	 Borchert (CDU) geht davon aus, daß die Änderung so zeitig in Kraft tritt, daß eine Aussaat schon für die Ernte 1996 möglich ist. 
train-s1777	Ein Skifahrer, so versichert 	Togni	, wolle immer auf die Piste. 
train-s1778	``Links von der Mitte ist 	SPD	-Terrain'', sagte er. 
train-s1779	``Die Modernisierung der Volkswirtschaft'' versucht Kohl zum Markenzeichen seiner Politik zu machen, ist aber offensichtlich aus dem 	SPD	-Wahlprogramm abgekupfert. 
train-s1779	``Die Modernisierung der Volkswirtschaft'' versucht 	Kohl	 zum Markenzeichen seiner Politik zu machen, ist aber offensichtlich aus dem SPD-Wahlprogramm abgekupfert. 
train-s1781	Der Präsident der Hochschulrektorenkonferenz, Hans-Uwe Erichsen, erklärte am Dienstag in 	Bonn	, Semestergebühren könnten nur das letzte Mittel gegen die Finanzmisere an den Hochschulen sein. 
train-s1781	Der Präsident der Hochschulrektorenkonferenz, 	Hans	-Uwe Erichsen, erklärte am Dienstag in Bonn, Semestergebühren könnten nur das letzte Mittel gegen die Finanzmisere an den Hochschulen sein. 
train-s1784	Zentraleuropa erlebt eine bemerkenswerte Genesung'' berichtet der Generaldirektor der neuen Welthandelsorganisation (WTO,) 	Renato	 Ruggiero. 
train-s1784	Zentraleuropa erlebt eine bemerkenswerte Genesung'' berichtet der Generaldirektor der neuen Welthandelsorganisation (	WTO	,) Renato Ruggiero. 
train-s1784		Zentraleuropa	 erlebt eine bemerkenswerte Genesung'' berichtet der Generaldirektor der neuen Welthandelsorganisation (WTO,) Renato Ruggiero. 
train-s1786	Der Haushaltskommissar 	Erkki	 Liikanen räumte ein, es habe ``zu viele'' Unregelmäßigkeiten gegeben. 
train-s1789	``Ich habe einiges erlebt, wovon ich nicht geglaubt hätte, daß ich es erleben würde'', verrät er vor aller Öffentlichkeit auf dem 	SPD	-Parteitag. 
train-s1790	Präsident 	Liamine	 Zeroual hat es gewagt. 
train-s1792	Der Ministerpräsident von Sachsen-Anhalt, 	Reinhard	 Höppner, wies die Kritik an der Zusammenkunft zurück. 
train-s1792	Der Ministerpräsident von 	Sachsen	-Anhalt, Reinhard Höppner, wies die Kritik an der Zusammenkunft zurück. 
train-s1793	Adam Michnik nannte den Einzelkämpfer Walesa zuletzt einen ``Robin Hood in 	Downing	 Street''. 
train-s1793	Adam Michnik nannte den Einzelkämpfer 	Walesa	 zuletzt einen ``Robin Hood in Downing Street''. 
train-s1793	Adam 	Michnik	 nannte den Einzelkämpfer Walesa zuletzt einen ``Robin Hood in Downing Street''. 
train-s1793		Adam	 Michnik nannte den Einzelkämpfer Walesa zuletzt einen ``Robin Hood in Downing Street''. 
train-s1794	``Die MTU-Geschäftsführung hat sich eindeutig für Peißenberg ausgesprochen'', berichtet der Betriebsratsvorsitzende 	Ottmar	 Bauer. 
train-s1794	``Die MTU-Geschäftsführung hat sich eindeutig für 	Peißenberg	 ausgesprochen'', berichtet der Betriebsratsvorsitzende Ottmar Bauer. 
train-s1794	``Die 	MTU	-Geschäftsführung hat sich eindeutig für Peißenberg ausgesprochen'', berichtet der Betriebsratsvorsitzende Ottmar Bauer. 
train-s1795	``Dies ist der bestmögliche Kompromiß'', sagte Gratschow am Samstag in 	Moskau	. 
train-s1795	``Dies ist der bestmögliche Kompromiß'', sagte 	Gratschow	 am Samstag in Moskau. 
train-s1796	Er war ein Kämpfer, ein Staatsmann, ein Freund'', rühmte ihn auch Präsident Ezer Weizman, der häufig und nicht nur in den letzten Wochen an 	Rabins	 Politik zweifelte. 
